goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Montreal,QC,45.505647,-73.556288,3.5,12,16,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,36.1134443,-115.1542499,3.5,130,606,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
0,Las Vegas,NV,36.1434111,-115.2980803,4,23,54,TRUE,none,quiet,casual,1,TRUE,TRUE,,TRUE,FALSE,
0,Phoenix,AZ,33.5095927,-111.9954476,4,27,398,TRUE,none,,,1,FALSE,TRUE,,,,
0,Fountain Hills,AZ,33.608627,-111.7216796,3.5,41,70,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,,
1,Edinburgh,EDH,55.9419569,-3.1791181,4,15,4,TRUE,full_bar,average,casual,1,TRUE,TRUE,,FALSE,FALSE,
1,Mesa,AZ,33.4391409,-111.7362002,4,39,137,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Phoenix,AZ,33.53761619,-112.0645256,4,226,621,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Mesa,AZ,33.413158,-111.875779,4,19,37,FALSE,none,,casual,1,FALSE,,,FALSE,TRUE,
1,North Las Vegas,NV,36.2755528,-115.1446238,3.5,40,177,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Scottsdale,AZ,33.6289641,-111.9195933,4.5,4,11,TRUE,none,,,1,,FALSE,,TRUE,,
0,Montral,QC,45.537059,-73.615144,4.5,5,3,TRUE,none,,,2,,,,,,
1,Monona,WI,43.0537136,-89.3252316,3.5,19,10,FALSE,full_bar,average,casual,1,TRUE,TRUE,,FALSE,,
0,Phoenix,AZ,33.4800906,-112.0824905,3.5,20,22,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,,
0,Champaign,IL,40.0995146,-88.2448139,3,16,28,TRUE,none,,,1,,,,TRUE,,
1,Las Vegas,NV,35.9986391,-115.1260166,3,3,10,TRUE,none,,casual,,TRUE,,,,,
1,Phoenix,AZ,33.4657273,-112.0057729,4.5,4,10,TRUE,none,,casual,2,FALSE,TRUE,,,,
1,Charlotte,NC,35.221572,-80.723541,3,8,19,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Madison,WI,43.0769499,-89.3745611,3.5,89,83,TRUE,beer_and_wine,average,casual,1,TRUE,FALSE,,FALSE,FALSE,
1,Montral,QC,45.4949136,-73.5799717,3,19,28,TRUE,full_bar,quiet,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Madison,WI,43.055135,-89.497286,2.5,11,12,FALSE,none,average,casual,1,,TRUE,,,,
1,Gilbert,AZ,33.2610094,-111.7567493,2.5,49,177,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Montral,QC,45.5029475,-73.5612041,4,97,58,TRUE,full_bar,average,dressy,4,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.195393,-115.241323,4,288,884,TRUE,beer_and_wine,average,casual,2,TRUE,,,FALSE,TRUE,TRUE
1,Henderson,NV,35.9874346,-115.1016046,4,160,812,FALSE,full_bar,loud,casual,2,FALSE,,,TRUE,TRUE,
1,Phoenix,AZ,33.400284,-112.000808,4,22,52,TRUE,none,average,casual,1,TRUE,FALSE,,TRUE,TRUE,
0,Scottsdale,AZ,33.781366,-111.922719,4.5,8,205,TRUE,none,,,1,,TRUE,,,,
1,Mesa,AZ,33.3837172,-111.7431606,3,42,174,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Scottsdale,AZ,33.700033,-111.888462,4,18,15,FALSE,full_bar,quiet,dressy,3,FALSE,TRUE,,TRUE,,
0,Scottsdale,AZ,33.62402708,-111.9283783,3.5,13,61,TRUE,none,,,2,,,,,,
1,Phoenix,AZ,33.37846402,-112.0369542,3.5,99,315,TRUE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,FALSE,
1,Phoenix,AZ,33.4591334,-112.0915576,4,153,592,TRUE,full_bar,average,,1,,,outdoor,FALSE,,
1,Queen Creek,AZ,33.23237167,-111.6869088,3.5,27,69,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,TRUE,
0,Mesa,AZ,33.384158,-111.7371115,3,24,265,TRUE,none,,,1,,TRUE,,TRUE,,
1,Scottsdale,AZ,33.6164728,-111.9263137,3.5,337,1248,TRUE,full_bar,loud,casual,2,FALSE,TRUE,no,TRUE,FALSE,FALSE
1,Montral,QC,45.4919847,-73.5655805,5,14,6,TRUE,full_bar,quiet,dressy,3,FALSE,,,FALSE,,
0,Montral,QC,45.50758378,-73.55911553,4,5,50,TRUE,none,,,1,,,,,,
0,Charlotte,NC,35.3431318,-80.7687321,3.5,3,11,TRUE,none,,casual,2,TRUE,,,,,
1,Las Vegas,NV,36.2393882,-115.2510793,3.5,18,87,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Pittsburgh,PA,40.4559349,-79.937173,4.5,4,25,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Charlotte,NC,35.1877937,-80.6908861,2.5,3,7,TRUE,none,average,,,FALSE,,,,,
1,Pittsburgh,PA,40.3906976,-80.070806,4,60,210,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Montral,QC,45.5223535,-73.5525611,3,3,5,FALSE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,,
0,Montreal,QC,45.4798213,-73.5774698,4,6,7,TRUE,none,average,casual,,,,,,,
1,Pittsburgh,PA,40.4629985,-79.9239859,3.5,241,334,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Scottsdale,AZ,33.6396513,-111.8913939,3,21,80,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,35.0929099,-80.8592146,4,35,89,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Scottsdale,AZ,33.63416,-111.923887,3,56,87,TRUE,none,quiet,casual,1,TRUE,FALSE,,TRUE,TRUE,TRUE
0,Peoria,AZ,33.5663196,-112.2528786,4,9,7,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,33.4483771,-112.0740373,4.5,26,5,TRUE,none,,,3,TRUE,TRUE,,FALSE,TRUE,
0,Phoenix,AZ,33.3064473,-111.9800247,3.5,10,15,TRUE,none,,,2,,,,,,
1,Edinburgh,EDH,55.93688399,-3.207726976,4,6,21,TRUE,none,,,,,,,,,
1,Montreal,QC,45.5221154,-73.5905276,4,34,93,TRUE,full_bar,loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Scottsdale,AZ,33.5457739,-111.8836874,1,10,17,TRUE,none,,,3,,,,,,
0,Edinburgh,EDH,55.94938832,-3.183200081,3.5,3,40,TRUE,none,,,1,,,,FALSE,,
1,Pittsburgh,PA,40.457283,-79.91685,3.5,12,43,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,FALSE,
1,Madison,WI,43.073189,-89.525189,4.5,172,303,TRUE,full_bar,average,dressy,3,FALSE,TRUE,no,TRUE,TRUE,FALSE
1,Phoenix,AZ,33.46898,-112.22115,1.5,3,17,TRUE,none,,,,FALSE,,,,,
1,Las Vegas,NV,36.11210789,-115.2793901,4,14,31,FALSE,full_bar,quiet,,2,,FALSE,yes,TRUE,,
0,Las Vegas,NV,36.16026457,-115.350066,3.5,73,222,TRUE,none,,,1,,,,,,
1,Charlotte,NC,35.219378,-80.945041,3.5,115,578,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Pittsburgh,PA,40.3803202,-80.0442924,4.5,14,41,TRUE,none,,,1,,,,,,
0,Indian Trail,NC,35.0692931,-80.7028745,3,10,5,FALSE,none,,,2,TRUE,TRUE,,,TRUE,
1,Glendale,AZ,33.6261448,-112.1868521,4,19,151,TRUE,full_bar,loud,casual,1,FALSE,TRUE,no,FALSE,FALSE,
1,Montral-Nord,QC,45.60499787,-73.62628832,2.5,5,59,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,TRUE,FALSE,
0,Charlotte,NC,35.184574,-80.758669,3.5,18,62,TRUE,none,,,2,,,,,,
1,Phoenix,AZ,33.4880502,-112.0836272,3.5,58,180,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.239064,-115.206628,3.5,30,66,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,West Mifflin,PA,40.389192,-79.868305,4,3,4,TRUE,none,,casual,1,FALSE,,,,,
0,Tempe,AZ,33.4325874,-111.9197845,2.5,9,54,TRUE,none,,,1,,,,TRUE,,
1,Glendale,AZ,33.508895,-112.265589,3,8,25,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,36.105943,-115.151948,2.5,18,14,FALSE,full_bar,very_loud,,1,,TRUE,yes,FALSE,,
1,Glendale,AZ,33.5677948,-112.1611773,4,25,46,TRUE,beer_and_wine,quiet,casual,1,TRUE,,,FALSE,,
0,Edinburgh,EDH,55.932413,-3.20974,2.5,9,7,FALSE,none,,,3,,,,,,
0,Phoenix,AZ,33.4659218,-112.2206699,2.5,22,332,TRUE,none,,,1,,,,TRUE,,
1,Charlotte,NC,35.371013,-80.784164,2.5,5,14,TRUE,none,,,,,,,,FALSE,
1,Glendale,AZ,33.5405604,-112.2632995,2,67,288,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Las Vegas,NV,36.1130431,-115.1194493,4,3,23,TRUE,none,,,1,,,,,,
0,Surprise,AZ,33.6382332,-112.3927585,3,14,81,TRUE,none,,casual,1,FALSE,,,TRUE,,
0,Pittsburgh,PA,40.428286,-79.976069,1.5,7,11,FALSE,none,very_loud,casual,,,,,FALSE,FALSE,
0,Sun Prairie,WI,43.192063,-89.219459,3.5,4,20,TRUE,none,,,2,,,,,,
1,Charlotte,NC,35.22178,-80.8192399,3.5,103,443,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,,
1,Pittsburgh,PA,40.4389554,-79.9993319,4.5,18,8,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.2268199,-80.8404187,3,14,25,FALSE,full_bar,,,3,,,yes,TRUE,,
1,Charlotte,NC,35.228075,-80.8415605,3.5,159,552,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,FALSE
0,Fort Mill,SC,35.0631474,-80.9939231,5,8,6,TRUE,none,,,1,,,,,,
1,Madison,WI,43.0751888,-89.3811617,4,34,125,TRUE,full_bar,loud,casual,1,FALSE,TRUE,outdoor,TRUE,,
0,St. Jacobs,ON,43.5401962,-80.5531783,4.5,4,9,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.158588,-115.236766,4,66,301,FALSE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.612935,-111.976905,4.5,161,295,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,36.1135019,-115.163603,4,10,63,TRUE,none,,,1,,,,,,
1,Charlotte,NC,35.2201973,-80.8067723,5,10,32,TRUE,full_bar,average,,1,,FALSE,outdoor,FALSE,,
0,Madison,WI,43.0741857,-89.3929005,4.5,19,40,TRUE,none,,,2,,,,,,
1,Chandler,AZ,33.2628844,-111.8584472,3.5,14,66,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Mesa,AZ,33.4148377,-111.8345268,4,39,99,TRUE,none,,,1,,,,TRUE,,
1,Las Vegas,NV,36.0516237,-115.244128,3.5,15,135,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Montreal,QC,45.5316836,-73.5757405,4.5,8,40,FALSE,full_bar,loud,,1,,,no,FALSE,,
1,Las Vegas,NV,36.1290404,-115.0912939,4,10,10,TRUE,full_bar,average,casual,1,TRUE,TRUE,yes,FALSE,TRUE,
1,Laval,QC,45.6147269,-73.785404,4.5,4,4,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,36.1253701,-115.137186,4.5,4,30,TRUE,none,quiet,casual,1,FALSE,TRUE,,,TRUE,
1,Las Vegas,NV,36.1044875,-115.1767584,2.5,21,52,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,35.14899466,-80.83001018,2.5,6,16,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Mesa,AZ,33.4348705,-111.6312861,3.5,41,55,TRUE,none,quiet,casual,2,TRUE,FALSE,,FALSE,TRUE,
1,Henderson,NV,36.0210944,-115.0859519,3.5,43,408,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Pittsburgh,PA,40.4593983,-79.9450741,4,10,18,TRUE,full_bar,loud,,1,,TRUE,yes,TRUE,,
0,Phoenix,AZ,33.40724,-112.06422,4,4,20,TRUE,none,,casual,1,FALSE,FALSE,,TRUE,,
0,Fountain Hills,AZ,33.610504,-111.727897,3.5,7,694,TRUE,none,,,2,,TRUE,,,,
1,Phoenix,AZ,33.8576567,-112.1133481,4,34,39,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.19508,-80.825792,4.5,25,19,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,36.08534241,-115.1193695,3.5,11,61,TRUE,beer_and_wine,very_loud,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.5389709,-112.132693,3.5,61,122,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Las Vegas,NV,36.106381,-115.20163,3.5,5,26,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,33.6034411,-111.9783046,3,37,222,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Tempe,AZ,33.34849942,-111.9537306,4,4,455,TRUE,none,,,1,,TRUE,,,,
1,Laval,QC,45.5766968,-73.7134032,4,5,7,TRUE,beer_and_wine,,,,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.11576,-115.192665,2.5,74,381,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,,
1,Montreal,QC,45.4807869,-73.5788136,4,24,58,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,FALSE,FALSE,
0,Edinburgh,EDH,55.952904,-3.1967975,3.5,3,4,TRUE,none,,,,,,,,,
0,Phoenix,AZ,33.5986387,-111.985214,3.5,11,53,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.1148713,-115.2066735,4,50,55,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Las Vegas,NV,36.0184249,-115.118069,4,5,12,TRUE,none,very_loud,casual,1,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,33.4916953,-112.0734977,3.5,96,110,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
0,Charlotte,NC,35.2246617,-80.8461455,3.5,25,68,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Charlotte,NC,35.3425724,-80.7708508,3.5,3,5,FALSE,none,,casual,2,TRUE,,,FALSE,,
0,Buckeye,AZ,33.3707488,-112.5828014,4,17,14,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Henderson,NV,36.013061,-114.992597,3.5,25,53,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,36.0228324,-115.1242667,2.5,42,1332,FALSE,none,,,2,,TRUE,,,,
1,Avondale,AZ,33.4219586,-112.2911476,2,8,10,TRUE,none,quiet,casual,2,TRUE,FALSE,,FALSE,,
0,Phoenix,AZ,33.4815508,-112.2196069,2.5,9,6,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,,
1,Las Vegas,NV,36.101139,-115.226559,3,101,257,FALSE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.125183,-115.246394,3,9,96,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,,
1,Scottsdale,AZ,33.6174589,-111.926272,4,99,465,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Las Vegas,NV,36.1094088,-115.1727107,3.5,7,4,FALSE,none,,,3,,,,,,
1,Las Vegas,NV,36.12764837,-115.168328,4.5,322,585,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Las Vegas,NV,36.1965763,-115.2507151,4.5,49,409,TRUE,none,,,1,,FALSE,,,,
1,Las Vegas,NV,36.158457,-115.126522,4.5,535,1877,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Henderson,NV,36.063823,-115.0404429,4,9,39,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,40.4285802,-79.9810412,3,37,20,TRUE,beer_and_wine,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Phoenix,AZ,33.4940659,-112.074398,3,26,63,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,TRUE
0,Tempe,AZ,33.4329724,-111.9043028,3,10,54,TRUE,none,,,3,,TRUE,,,,
1,Champaign,IL,40.1104641,-88.2439326,3,12,38,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,TRUE
0,Pittsburgh,PA,40.365969,-80.013949,4,4,4,FALSE,none,,casual,2,,,,,,
0,Scottsdale,AZ,33.510164,-111.911516,3.5,12,27,TRUE,none,quiet,casual,2,TRUE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,35.2133356,-80.827908,2.5,3,8,TRUE,none,,casual,,FALSE,FALSE,,,,
1,Montral,QC,45.5243273,-73.552627,4,5,5,TRUE,full_bar,very_loud,,2,,TRUE,no,FALSE,,
1,Charlotte,NC,35.300651,-80.802205,4,8,29,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,,
1,Gilbert,AZ,33.3198396,-111.7425148,4,28,81,TRUE,full_bar,loud,casual,3,FALSE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,33.6260418,-112.0122175,3,20,52,TRUE,none,very_loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Pittsburgh,PA,40.4516614,-79.9333455,4,73,53,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,,
0,Laval,QC,45.5223799,-73.7863352,3.5,4,8,TRUE,none,,,,,,,,,
1,Pittsburgh,PA,40.4574894,-79.9658647,4,30,57,TRUE,none,quiet,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Charlotte,NC,35.230194,-80.839336,4.5,13,42,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Tempe,AZ,33.34883965,-111.9115303,4,21,62,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Montral,QC,45.4964763,-73.5811043,4,7,13,TRUE,none,quiet,casual,2,FALSE,TRUE,,FALSE,,
1,Pittsburgh,PA,40.442558,-79.997214,3.5,16,15,FALSE,full_bar,quiet,casual,1,FALSE,FALSE,,FALSE,,
1,Tempe,AZ,33.4237298,-111.9396558,3.5,16,23,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,FALSE,
0,Charlotte,NC,35.1751994,-80.8494753,2.5,4,26,TRUE,none,,,2,,,,,,
0,Glendale,AZ,33.7106901,-112.2022413,4,12,61,TRUE,none,,,1,,,,,,
1,Scottsdale,AZ,33.69869,-111.917446,3.5,64,201,TRUE,full_bar,quiet,casual,2,TRUE,TRUE,no,FALSE,TRUE,
1,Fitchburg,WI,43.095959,-89.511521,3.5,59,91,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
0,Gilbert,AZ,33.3634468,-111.7905557,2,10,25,TRUE,none,average,,1,,,,,,
1,Edinburgh,EDH,55.9499797,-3.1837537,4,90,44,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,TRUE
1,Scottsdale,AZ,33.5670375,-111.9184649,4,66,78,TRUE,full_bar,quiet,casual,3,FALSE,TRUE,,TRUE,FALSE,
0,Tega Cay,SC,35.04967,-80.99063,4,5,43,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,
1,Pittsburgh,PA,40.4633764,-79.9524875,4,62,82,TRUE,full_bar,loud,casual,1,FALSE,TRUE,outdoor,TRUE,FALSE,
0,Aspinwall,PA,40.489356,-79.9012144,4.5,14,15,FALSE,none,quiet,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Chandler,AZ,33.3343182,-111.8465664,4,27,53,FALSE,full_bar,quiet,casual,1,TRUE,,,TRUE,TRUE,
0,Longueuil,QC,45.53688175,-73.51229946,4.5,7,6,TRUE,none,,,,,,,,,
1,Madison,WI,43.0846585,-89.3625266,4,28,93,TRUE,full_bar,very_loud,,1,,,outdoor,TRUE,,
1,Las Vegas,NV,36.14700425,-115.0648899,4.5,6,49,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,,
1,Maricopa,AZ,32.97410796,-112.0763397,4,44,107,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,33.453814,-112.073239,2,22,4,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.1100668,-115.172501,3,429,840,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,FALSE
1,Glendale,AZ,33.6668491,-112.1868621,3,13,16,FALSE,beer_and_wine,,casual,1,FALSE,TRUE,,FALSE,,
1,Tempe,AZ,33.4066716,-111.90755,3.5,97,91,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,
0,Las Vegas,NV,36.2811604,-115.2862151,2.5,18,83,TRUE,none,,,2,,,,,,
1,Phoenix,AZ,33.4946539,-112.2220681,4,14,39,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Scottsdale,AZ,33.634774,-111.917959,3,22,11,FALSE,none,,casual,1,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,36.12688722,-115.16559,3.5,2949,4513,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Pittsburgh,PA,40.4410931,-79.9960088,3.5,5,39,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Las Vegas,NV,36.109511,-115.141935,3,5,28,TRUE,none,average,casual,1,FALSE,,,TRUE,,
1,Pittsburgh,PA,40.4406597,-79.9940035,2.5,35,137,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,33.5090929,-112.0278495,3.5,150,603,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,TRUE,
1,Phoenix,AZ,33.4655483,-112.0410568,4,35,55,TRUE,beer_and_wine,loud,casual,2,FALSE,FALSE,,FALSE,,
1,Phoenix,AZ,33.623899,-112.031235,4,5,12,FALSE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Edinburgh,EDH,55.94859908,-3.363447189,4.5,8,37,TRUE,none,,casual,1,FALSE,,,,,
1,Pittsburgh,PA,40.4282556,-79.9740374,4,16,35,TRUE,full_bar,loud,,1,,FALSE,yes,FALSE,,
1,Las Vegas,NV,36.0993008,-115.1179154,3.5,32,88,TRUE,none,very_loud,casual,1,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,36.12717449,-115.1725031,2.5,8,10,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,FALSE,
0,Charlotte,NC,35.14591544,-80.82564354,4,54,238,FALSE,none,,,1,,TRUE,,,,
1,Montral,QC,45.4923432,-73.5807685,2,5,14,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Queen Creek,AZ,33.25308711,-111.5280199,2.5,11,28,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.020586,-115.127524,3,14,145,TRUE,none,,casual,1,FALSE,,,FALSE,,
0,Montral,QC,45.5018456,-73.55882585,4,75,115,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Charlotte,NC,35.0878284,-80.8454085,4,9,56,FALSE,none,,,2,,,,TRUE,,
1,Scottsdale,AZ,33.497615,-111.927405,3.5,33,405,TRUE,full_bar,average,,1,,TRUE,outdoor,TRUE,,
1,Las Vegas,NV,36.104435,-115.1367851,3.5,47,154,FALSE,none,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
0,Las Vegas,NV,36.089494,-115.138026,3.5,40,300,TRUE,none,,,2,,,,FALSE,,
1,Madison,WI,43.0615682,-89.4010097,3.5,6,4,TRUE,full_bar,,,1,,FALSE,outdoor,FALSE,,
0,Montreal,QC,45.4802867,-73.5768843,4,80,415,TRUE,none,,,2,,TRUE,,,,
1,Ettlingen,BW,48.94136055,8.405290785,4,16,3,TRUE,full_bar,,casual,2,,TRUE,outdoor,TRUE,,
1,Surprise,AZ,33.6312399,-112.3416805,3.5,4,6,TRUE,none,quiet,casual,1,TRUE,FALSE,,FALSE,TRUE,
0,Charlotte,NC,35.306624,-80.723767,3.5,3,13,TRUE,none,,,1,,,,,,
1,Charlotte,NC,35.154786,-80.876581,4,28,40,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.2135008,-80.8555482,3,20,92,TRUE,none,very_loud,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Carefree,AZ,33.825913,-111.924247,3.5,83,132,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Gilbert,AZ,33.3644205,-111.7064874,3.5,58,103,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,TRUE
0,Montral,QC,45.518211,-73.581501,4.5,16,33,TRUE,none,quiet,casual,2,FALSE,FALSE,,FALSE,,
0,Las Vegas,NV,36.0948217,-115.173216,2,3,6,FALSE,none,,,1,FALSE,,,,FALSE,
1,Phoenix,AZ,33.392492,-112.074022,3.5,8,7,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,33.5844354,-112.0135584,3.5,22,46,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Glendale,AZ,33.52341729,-112.201051,4,4,8,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,North Las Vegas,NV,36.24064501,-115.1138313,3.5,96,339,TRUE,full_bar,average,casual,2,FALSE,,,FALSE,TRUE,
1,Monona,WI,43.0465272,-89.3239208,2.5,33,96,TRUE,full_bar,very_loud,casual,2,FALSE,FALSE,,FALSE,,
0,Madison,WI,43.02252,-89.4165,2.5,10,27,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.09863906,-115.2424613,4.5,189,1030,TRUE,none,average,casual,2,TRUE,,,FALSE,TRUE,
0,Las Vegas,NV,36.100614,-115.1492638,3,8,113,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,40.38506575,-79.97837931,5,10,3,TRUE,none,quiet,casual,2,TRUE,,,FALSE,,
1,Madison,WI,43.0728036,-89.3956686,4,241,328,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,TRUE
1,Las Vegas,NV,36.3025767,-115.2846638,3.5,15,88,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
